"[Zr], M","[BDC], M",Modulator,"[Mod],M",[H$_2$O]:[Zr] ratio,"Aging, h","T, $^o$C",Number of DMF washes,Total washes,Last  solvent in pores,"Activation T, $^o$C","Activation time, h","Time of synthesis, h",Zr source,Area
0.018406025152432386,0.018485920603429337,1320.229446605375,33.78390532544378,0.0,0.0,120.0,1,7,1370.0343543729375,250.0,24.0,48.0,False,1440.0
0.03561171414962667,0.03954763323408622,1296.5647502250224,11.327217803030303,39.340037878787875,0.0,120.0,4,8,1370.0343543729375,150.0,15.0,24.0,True,1450.0
0.07273770282264184,0.07264771875784855,1105.0042574257425,0.0,23.96982857142857,0.0,120.0,2,2,1370.0343543729375,150.0,12.0,24.0,False,1454.0
0.018406025152432386,0.018485920603429337,1320.229446605375,33.78390532544378,0.0,0.0,120.0,1,7,1370.0343543729375,250.0,24.0,24.0,False,1462.0
0.06847618145634016,0.06839146933443016,1320.229446605375,14.981142857142856,23.969828571428575,0.0,120.0,2,2,1370.0343543729375,150.0,12.0,24.0,False,1467.0
0.022100131274779774,0.022217462977568887,1320.229446605375,100.01299999999998,0.0,0.0,120.0,3,9,1370.0343543729375,120.0,18.0,24.0,False,1479.0
0.02484378027245681,0.02497567826920819,1448.2931368136813,30.0039,10.44796,0.0,120.0,3,9,1370.0343543729375,120.0,18.0,24.0,False,1496.0
0.008853015774615967,0.00788948180130311,1335.2527227722774,29.609788235294115,0.0,0.0,120.0,3,4,1370.0343543729375,120.0,36.0,24.0,False,1500.0
0.020942115991399772,0.025582375248299524,1335.2527227722774,36.657589916666666,0.0,0.0,120.0,4,8,1370.0343543729375,120.0,12.0,24.0,True,1520.0
0.025746652935118436,0.025883344368867755,1335.2527227722774,30.003899999999998,0.0,0.0,120.0,3,9,1370.0343543729375,120.0,18.0,24.0,False,1522.0
0.06950289638030027,0.06941691410579187,1320.229446605375,14.981142857142856,11.984914285714288,0.0,120.0,2,2,1370.0343543729375,150.0,12.0,24.0,False,1524.0
0.04999932934004213,0.052331994582664104,1448.2931368136813,99.93138936535163,2.997941680960549,0.0,120.0,2,5,1370.0343543729375,120.0,4.0,24.0,False,1524.6
0.0348308811033239,0.037133036083561895,1320.229446605375,6.525120000000001,20.693952000000003,0.0,120.0,3,7,1370.0343543729375,120.0,12.0,24.0,False,1530.0
0.02431223128906368,0.02444130724161261,1402.6343131188119,30.0039,0.0,0.0,120.0,3,9,1370.0343543729375,120.0,18.0,24.0,False,1535.0
0.01718477229871649,0.01725936662974208,1320.229446605375,101.35171597633136,0.0,0.0,120.0,1,7,1370.0343543729375,250.0,24.0,24.0,False,1558.0
0.03352428767593546,0.04627400228736532,1296.5647502250224,22.371840000000002,77.2387776,0.0,80.0,3,9,1370.0343543729375,25.0,12.0,24.0,False,1566.0
0.017164435290078956,0.017155239872389094,1335.2527227722774,49.423899999999996,0.0,0.0,120.0,3,3,1370.0343543729375,60.0,8.0,12.0,False,1567.4
0.06560182090861835,0.06552066466812513,1320.229446605375,29.962285714285713,11.984914285714288,0.0,120.0,2,2,1370.0343543729375,150.0,12.0,24.0,False,1606.0
0.017774445857986175,0.017851599798409706,1320.229446605375,67.56781065088758,0.0,0.0,120.0,1,7,1370.0343543729375,250.0,24.0,24.0,False,1617.0
0.02899429198234399,0.0309106762818861,1320.229446605375,107.66448000000003,20.693952000000003,0.0,120.0,3,7,1370.0343543729375,120.0,12.0,24.0,False,1629.0
0.08153106762787506,0.06019382411364594,1448.2931368136813,66.47772631578947,0.0,0.0,120.0,0,5,1370.0343543729375,110.0,12.0,48.0,False,1658.0
0.04995644826856697,0.049925925866219786,1448.2931368136813,99.73711931330472,3.0005150214592273,0.0,120.0,1,7,1370.0343543729375,80.0,12.0,24.0,False,1705.0
0.07273770282264184,0.07264771875784855,1105.0042574257425,0.0,23.96982857142857,24.0,120.0,2,2,1370.0343543729375,150.0,12.0,24.0,False,999.0
0.036915600679961594,0.036945384950760635,1105.0042574257425,0.0,3.0008631090487237,0.0,120.0,3,6,1430.8457508250824,100.0,12.0,72.0,False,1041.0
0.03681151628583425,0.03677678450254789,1105.0042574257425,0.0,3.7631895348837205,0.0,120.0,3,6,1430.8457508250824,170.0,12.0,21.0,False,1049.0
0.036004701474203635,0.03603375081266743,1320.229446605375,12.003452436194895,3.0008631090487237,0.0,120.0,3,6,1430.8457508250824,100.0,12.0,72.0,False,1172.0
0.034309829023075965,0.034337510903361526,1320.229446605375,36.01035730858469,3.000863109048724,0.0,120.0,3,6,1430.8457508250824,100.0,12.0,72.0,False,1295.0
0.030417097447306096,0.030388398818634116,1320.229446605375,99.99041860465117,3.763189534883721,0.0,120.0,3,6,1430.8457508250824,170.0,12.0,21.0,False,1490.0
0.030482853859514505,0.0305074480570179,1320.229446605375,100.05580510440834,3.0008631090487237,0.0,120.0,3,6,1430.8457508250824,100.0,12.0,72.0,False,1500.0
0.035704944096149376,0.03573375158415543,1402.6343131188119,12.003452436194896,3.000863109048724,0.0,120.0,3,6,1430.8457508250824,100.0,12.0,72.0,False,1546.0
0.02591085999746165,0.025886413018228114,1320.229446605375,199.9998055813954,3.7631895348837205,0.0,120.0,3,6,1430.8457508250824,170.0,12.0,21.0,False,1593.0
0.03350703854791268,0.03353407272022474,1402.6343131188119,36.010357308584695,3.000863109048724,0.0,120.0,3,6,1430.8457508250824,100.0,12.0,72.0,False,1690.0
0.03232899163899927,0.03229848913204592,1448.2931368136813,99.99041860465115,3.7631895348837205,0.0,120.0,3,6,1430.8457508250824,170.0,12.0,21.0,False,1695.0
0.02881400982016179,0.028786823709790407,1448.2931368136813,199.99980558139535,3.7631895348837205,0.0,120.0,3,6,1430.8457508250824,170.0,12.0,21.0,False,1813.0
